dataset,backend,backend_label,case_id,variant,variant_label,best_energy_eV,success,natural_failure,external_failure,energy_status,failure_reason,source,path
OCD-GMAE rep50,claude,Claude Sonnet 4.6,031,full,Full,-7.339601516723633,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,032,full,Full,-1.094757080078125,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,033,full,Full,-3.2235107421875,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,034,full,Full,-3.4394569396972656,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,035,full,Full,-4.418554306030273,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,036,full,Full,-0.16718101501464844,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,037,full,Full,-9.236335754394531,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,038,full,Full,-3.3192520141601562,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,039,full,Full,-7.434549331665039,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,040,full,Full,-5.74797248840332,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,041,full,Full,-4.055267333984375,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,042,full,Full,-2.2634506225585938,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,043,full,Full,-3.145526885986328,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,044,full,Full,-5.087837219238281,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,045,full,Full,-2.8482284545898438,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,046,full,Full,-8.329967498779297,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,047,full,Full,-10.486995697021484,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,048,full,Full,-2.9037342071533203,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,049,full,Full,-8.627952575683594,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,claude,Claude Sonnet 4.6,050,full,Full,-11.695304870605469,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,001,full,Full,-4.980229139328003,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,002,full,Full,-3.3380630016326904,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,003,full,Full,-3.134342908859253,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,004,full,Full,-7.2280120849609375,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,005,full,Full,-6.176261901855469,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,006,full,Full,-5.4511260986328125,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,007,full,Full,-11.654657363891602,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,008,full,Full,-4.546146392822266,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,009,full,Full,-4.950687408447266,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,010,full,Full,-10.075260162353516,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,011,full,Full,-3.283937454223633,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,012,full,Full,-9.670589447021484,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,013,full,Full,-3.3845176696777344,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,014,full,Full,-7.717494964599609,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,015,full,Full,-10.606913566589355,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,016,full,Full,-14.549540519714355,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,017,full,Full,-8.466377258300781,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,018,full,Full,-2.113170623779297,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,019,full,Full,-3.493175506591797,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,020,full,Full,-2.7165756225585938,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,021,full,Full,-4.241493225097656,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,022,full,Full,-7.176612854003906,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,023,full,Full,-4.346961975097656,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,024,full,Full,-3.288808822631836,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,025,full,Full,-7.9674224853515625,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,026,full,Full,-19.789199829101562,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,027,full,Full,-7.707094192504883,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,028,full,Full,-7.811891555786133,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,029,full,Full,-2.722797393798828,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,030,full,Full,-4.292024612426758,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,031,full,Full,-7.338869094848633,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,032,full,Full,-1.094757080078125,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,033,full,Full,-3.01446533203125,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,034,full,Full,-3.4393653869628906,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,035,full,Full,-4.418584823608398,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,036,full,Full,-0.16718101501464844,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,037,full,Full,-10.361473083496094,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,038,full,Full,-3.3852310180664062,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,039,full,Full,-7.450052261352539,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,040,full,Full,-5.74797248840332,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,041,full,Full,-3.95587158203125,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,042,full,Full,-2.2128028869628906,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,043,full,Full,,False,True,False,missing_energy,failed,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,044,full,Full,-5.087837219238281,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,045,full,Full,-2.8482284545898438,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,046,full,Full,-8.322032928466797,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,047,full,Full,-10.486995697021484,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,048,full,Full,-2.903726577758789,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,049,full,Full,-8.628105163574219,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gemini,Gemini 2.5 Pro,050,full,Full,-11.695304870605469,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,001,full,Full,-4.743168592453003,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,002,full,Full,-3.5041396617889404,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,003,full,Full,-3.134526014328003,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,004,full,Full,-7.2280120849609375,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,005,full,Full,-6.176261901855469,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,006,full,Full,-5.4748687744140625,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,007,full,Full,-11.658075332641602,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,008,full,Full,-4.546131134033203,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,009,full,Full,-4.700778961181641,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,010,full,Full,-10.075138092041016,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,011,full,Full,-3.283937454223633,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,012,full,Full,-9.668575286865234,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,013,full,Full,-3.3845252990722656,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,014,full,Full,-7.854701995849609,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,015,full,Full,-10.643351554870605,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,016,full,Full,-14.549540519714355,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,017,full,Full,-7.4804487228393555,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,018,full,Full,-2.113170623779297,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,019,full,Full,-3.493144989013672,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,020,full,Full,-2.7164840698242188,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,021,full,Full,-4.417228698730469,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,022,full,Full,-7.176612854003906,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,023,full,Full,-4.346961975097656,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,024,full,Full,-3.2887935638427734,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,025,full,Full,-7.9674224853515625,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,026,full,Full,-19.716903686523438,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,027,full,Full,-7.707094192504883,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,028,full,Full,-7.268848419189453,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,029,full,Full,-2.721467971801758,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,030,full,Full,-4.292024612426758,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,031,full,Full,-7.339723587036133,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,032,full,Full,-1.094757080078125,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,033,full,Full,-3.056640625,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,034,full,Full,-3.6074676513671875,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,035,full,Full,-4.418554306030273,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,036,full,Full,-0.16718101501464844,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,037,full,Full,-10.361473083496094,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,038,full,Full,-3.3192520141601562,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,039,full,Full,-7.434549331665039,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,040,full,Full,-5.455301284790039,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,041,full,Full,-4.019645690917969,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,042,full,Full,-2.4862289428710938,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,043,full,Full,,False,True,False,missing_energy,failed,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,044,full,Full,-5.068367004394531,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,045,full,Full,-2.8482284545898438,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,046,full,Full,-8.329936981201172,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,047,full,Full,-10.486995697021484,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,048,full,Full,-2.903726577758789,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,049,full,Full,-8.249351501464844,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,gpt,GPT-5.4,050,full,Full,-11.695274353027344,True,False,False,valid,,original,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,001,full,Full,-4.743199110031128,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
OCD-GMAE rep50,grok,Grok-4,002,full,Full,-3.5041396617889404,True,False,False,valid,,rerun,research/results/analysis/pulled_snapshot_20260428/rep50_full_merged_qc.csv
