dataset,backend,variant,case_id,source,status,best_energy_eV,iterations,class_,external_failure,natural_failure,invalid_energy
OCD24,Claude Sonnet 4.6,no_forbid,013,original-10,success,-9.077415466308594,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_forbid,014,extra14,success,-5.207887649536133,4,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_forbid,015,original-10,success,-1.351470947265625,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_forbid,016,original-10,success,-12.998695373535156,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_forbid,017,extra14,success,-5.363430023193359,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_forbid,018,extra14,success,-6.991722106933594,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_forbid,019,original-10,success,-3.5041396617889404,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_forbid,020,extra14,success,-6.2400054931640625,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_forbid,021,extra14,success,-3.6018409729003906,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_forbid,022,extra14,success,-3.345600128173828,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_forbid,023,original-10,success,-14.549540519714355,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_forbid,024,original-10,success,-3.715871810913086,4,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,001,extra14,success,-4.980229139328003,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,002,extra14,success,-7.2280120849609375,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,003,original-10,success,-11.654718399047852,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,004,original-10,success,-11.384395599365234,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,005,original-10,success,-10.643351554870605,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,006,extra14,success,-7.403881072998047,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,007,extra14,success,-10.710792541503906,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,008,extra14,success,-4.346961975097656,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,009,extra14,success,-8.408592224121094,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,010,extra14,success,-7.707094192504883,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,011,extra14,success,-4.284210205078125,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,012,original-10,success,-2.746053695678711,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,013,original-10,success,-9.672615051269531,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,014,extra14,success,-5.222879409790039,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,015,original-10,success,-1.5527877807617188,4,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,016,original-10,success,-12.998695373535156,4,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,017,extra14,success,-5.363246917724609,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,018,extra14,success,-6.991722106933594,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,019,original-10,success,-3.5041396617889404,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,020,extra14,success,-6.2419586181640625,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,021,extra14,success,-3.6018409729003906,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,022,extra14,success,-3.3456153869628906,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,023,original-10,success,-14.549540519714355,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,no_termination,024,original-10,success,-3.715871810913086,5,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,001,extra14,success,-4.743168592453003,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,002,extra14,success,-6.576652526855469,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,003,canonical-one-shot,success,-6.983524322509766,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,004,canonical-one-shot,success,-10.13772201538086,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,005,canonical-one-shot,success,-10.208537101745605,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,006,extra14,success,-7.403881072998047,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,007,extra14,success,-10.710975646972656,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,008,extra14,success,-4.346961975097656,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,009,extra14,failed,,1,natural_failure,False,True,False
OCD24,Claude Sonnet 4.6,single_shot,010,extra14,success,-7.707033157348633,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,011,extra14,failed,,1,natural_failure,False,True,False
OCD24,Claude Sonnet 4.6,single_shot,012,canonical-one-shot,success,-2.2730464935302734,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,013,canonical-one-shot,success,-9.077415466308594,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,014,extra14,success,-5.207887649536133,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,015,canonical-one-shot,success,-1.351470947265625,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,016,canonical-one-shot,success,-12.913764953613281,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,017,extra14,success,-5.362604141235352,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,018,extra14,success,-6.991722106933594,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,019,canonical-one-shot,success,-3.2566726207733154,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,020,extra14,success,-6.1058197021484375,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,021,extra14,success,-3.3670387268066406,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,022,extra14,success,-2.735790252685547,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,023,canonical-one-shot,success,-14.256022453308105,1,valid_success,False,False,False
OCD24,Claude Sonnet 4.6,single_shot,024,canonical-one-shot,success,-3.376506805419922,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,001,extra14,success,-4.980229139328003,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,002,extra14,success,-7.2280120849609375,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,003,original-10,success,-11.654779434204102,4,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,004,original-10,success,-10.13772201538086,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,005,original-10,success,-10.643351554870605,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,006,extra14,success,-7.403881072998047,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,007,extra14,success,-10.732337951660156,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,008,extra14,success,-4.346961975097656,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,009,extra14,success,-7.9674224853515625,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,010,extra14,success,-7.707094192504883,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,011,extra14,success,-3.56817626953125,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,012,original-10,success,-2.746053695678711,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,013,original-10,success,-10.361473083496094,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,014,extra14,success,-5.222894668579102,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,015,original-10,success,-1.4145851135253906,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,016,original-10,success,-12.998695373535156,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,017,extra14,success,-5.363460540771484,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,018,extra14,success,-6.991722106933594,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,019,original-10,success,-3.5041396617889404,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,020,extra14,success,-6.176261901855469,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,021,extra14,success,-3.6048831939697266,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,022,extra14,success,-3.3845252990722656,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,023,original-10,success,-14.549540519714355,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,full,024,original-10,success,-3.715871810913086,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,001,extra14,success,-4.980229139328003,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,002,extra14,success,-7.2280120849609375,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,003,original-10,success,-11.654779434204102,4,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,004,original-10,success,-10.13772201538086,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,005,original-10,success,-10.643351554870605,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,006,extra14,success,-7.403942108154297,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,007,extra14,success,-10.732337951660156,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,008,extra14,success,-4.346961975097656,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,009,extra14,success,-7.9674224853515625,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,010,extra14,success,-7.707033157348633,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,011,extra14,success,-4.162750244140625,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,012,original-10,success,-2.6935501098632812,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,013,original-10,success,-10.361473083496094,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,014,extra14,success,-5.222894668579102,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,015,original-10,success,-1.5704517364501953,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,016,original-10,success,-12.998695373535156,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,017,extra14,success,-5.363460540771484,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,018,extra14,success,-7.120536804199219,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,019,original-10,success,-3.5041396617889404,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,020,extra14,success,-6.2312164306640625,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,021,extra14,success,-3.6048831939697266,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,022,extra14,success,-3.3845176696777344,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,023,original-10,success,-14.256022453308105,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_slip,024,original-10,success,-3.715871810913086,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,001,extra14,success,-4.980229139328003,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,002,extra14,success,-7.2280120849609375,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,003,original-10,success,-11.654779434204102,4,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,004,original-10,success,-10.13772201538086,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,005,original-10,success,-10.643351554870605,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,006,extra14,success,-7.403881072998047,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,007,extra14,success,-10.732337951660156,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,008,extra14,success,-4.346961975097656,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,009,extra14,success,-7.8809051513671875,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,010,extra14,success,-7.707033157348633,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,011,extra14,success,-3.356536865234375,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,012,original-10,success,-2.746053695678711,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,013,original-10,success,-10.361473083496094,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,014,extra14,success,-5.222879409790039,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,015,original-10,success,-1.5704517364501953,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,016,original-10,success,-12.998725891113281,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,017,extra14,success,-5.363460540771484,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,018,extra14,success,-6.991722106933594,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,019,original-10,success,-3.3380630016326904,3,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,020,extra14,success,-6.176261901855469,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,021,extra14,success,-3.5104713439941406,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,022,extra14,success,-3.3845176696777344,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,023,original-10,success,-14.549540519714355,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_forbid,024,original-10,success,-3.715871810913086,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,001,extra14,success,-4.743168592453003,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,002,extra14,success,-7.2280120849609375,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,003,original-10,success,-11.654779434204102,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,004,original-10,success,-10.13772201538086,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,005,original-10,success,-10.606913566589355,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,006,extra14,success,-7.403881072998047,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,007,extra14,success,-10.713600158691406,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,008,extra14,success,-4.346961975097656,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,009,extra14,success,-7.9674224853515625,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,010,extra14,success,-7.707033157348633,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,011,extra14,success,-3.356536865234375,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,012,original-10,success,-2.746053695678711,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,013,original-10,success,-10.361473083496094,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,014,extra14,success,-5.222879409790039,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,015,original-10,success,-1.4145851135253906,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,016,original-10,success,-12.998695373535156,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,017,extra14,success,-5.362604141235352,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,018,extra14,success,-6.991722106933594,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,019,original-10,success,-3.3380630016326904,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,020,extra14,success,-6.1764984130859375,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,021,extra14,success,-3.6018409729003906,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,022,extra14,success,-3.3845176696777344,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,023,original-10,success,-14.549540519714355,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,no_termination,024,original-10,success,-3.715871810913086,5,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,001,extra14,success,-4.743199110031128,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,002,extra14,failed,,1,natural_failure,False,True,False
OCD24,Gemini 2.5 Pro,single_shot,003,original-10,success,-11.654779434204102,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,004,original-10,success,-8.813106536865234,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,005,original-10,success,-10.643351554870605,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,006,extra14,success,-7.403881072998047,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,007,extra14,success,-10.710975646972656,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,008,extra14,success,-4.346961975097656,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,009,extra14,failed,,1,natural_failure,False,True,False
OCD24,Gemini 2.5 Pro,single_shot,010,extra14,success,-7.707094192504883,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,011,extra14,failed,,1,natural_failure,False,True,False
OCD24,Gemini 2.5 Pro,single_shot,012,original-10,success,-2.3598690032958984,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,013,original-10,success,-9.077415466308594,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,014,extra14,success,-5.20787239074707,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,015,original-10,success,-1.351470947265625,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,016,original-10,success,-12.920936584472656,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,017,extra14,success,-5.362634658813477,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,018,extra14,success,-6.991722106933594,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,019,original-10,success,-3.3022658824920654,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,020,extra14,success,-6.176261901855469,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,021,extra14,success,-3.4414615631103516,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,022,extra14,failed,,1,natural_failure,False,True,False
OCD24,Gemini 2.5 Pro,single_shot,023,original-10,success,-13.564433097839355,1,valid_success,False,False,False
OCD24,Gemini 2.5 Pro,single_shot,024,original-10,success,-3.376506805419922,1,valid_success,False,False,False
OCD24,GPT-5.4,full,001,extra14,success,-4.743168592453003,2,valid_success,False,False,False
OCD24,GPT-5.4,full,002,extra14,success,-7.2280120849609375,5,valid_success,False,False,False
OCD24,GPT-5.4,full,003,original-10,success,-11.669610977172852,3,valid_success,False,False,False
OCD24,GPT-5.4,full,004,original-10,success,-11.384456634521484,5,valid_success,False,False,False
OCD24,GPT-5.4,full,005,original-10,success,-10.643351554870605,5,valid_success,False,False,False
OCD24,GPT-5.4,full,006,extra14,success,-7.403881072998047,5,valid_success,False,False,False
OCD24,GPT-5.4,full,007,extra14,success,-10.713539123535156,4,valid_success,False,False,False
OCD24,GPT-5.4,full,008,extra14,success,-4.346961975097656,5,valid_success,False,False,False
OCD24,GPT-5.4,full,009,extra14,success,-8.870079040527344,5,valid_success,False,False,False
OCD24,GPT-5.4,full,010,extra14,success,-7.707094192504883,3,valid_success,False,False,False
OCD24,GPT-5.4,full,011,extra14,success,-4.284637451171875,5,valid_success,False,False,False
OCD24,GPT-5.4,full,012,original-10,success,-2.768667221069336,5,valid_success,False,False,False
OCD24,GPT-5.4,full,013,original-10,success,-10.361473083496094,5,valid_success,False,False,False
OCD24,GPT-5.4,full,014,extra14,success,-5.222879409790039,5,valid_success,False,False,False
OCD24,GPT-5.4,full,015,original-10,success,-1.5510482788085938,4,valid_success,False,False,False
OCD24,GPT-5.4,full,016,original-10,success,-12.998725891113281,5,valid_success,False,False,False
OCD24,GPT-5.4,full,017,extra14,success,-5.362604141235352,5,valid_success,False,False,False
OCD24,GPT-5.4,full,018,extra14,success,-6.991722106933594,5,valid_success,False,False,False
OCD24,GPT-5.4,full,019,original-10,success,-3.5041396617889404,5,valid_success,False,False,False
OCD24,GPT-5.4,full,020,extra14,success,-6.2419586181640625,5,valid_success,False,False,False
OCD24,GPT-5.4,full,021,extra14,success,-3.6048831939697266,5,valid_success,False,False,False
OCD24,GPT-5.4,full,022,extra14,success,-3.3456077575683594,5,valid_success,False,False,False
OCD24,GPT-5.4,full,023,original-10,success,-14.549540519714355,5,valid_success,False,False,False
OCD24,GPT-5.4,full,024,original-10,success,-3.715871810913086,5,valid_success,False,False,False
OCD24,GPT-5.4,no_slip,001,extra14,success,-4.741734266281128,4,valid_success,False,False,False
OCD24,GPT-5.4,no_slip,002,extra14,success,-7.2280120849609375,5,valid_success,False,False,False
