case_id,variant,backend,source,best_energy,iterations,wasted_iterations,success,slip_count,dissociation_count,tokens_used,failure_class,raw_status,error,replaced_external_failure,full_energy,delta_vs_full_recomputed
004,no_forbid,GPT-5.4,locked10,-10.396541595458984,3,0,True,3,0,23684,success,success,,False,-11.384456634521484,0.9879150390625
023,no_forbid,GPT-5.4,locked10,-14.549540519714355,5,0,True,5,0,30038,success,success,,False,-14.549540519714355,0.0
024,no_forbid,GPT-5.4,locked10,-3.715871810913086,4,0,True,2,0,27771,success,success,,False,-3.715871810913086,0.0
005,no_forbid,GPT-5.4,locked10,-10.643351554870604,5,0,True,4,0,29085,success,success,,False,-10.643351554870604,0.0
019,no_forbid,GPT-5.4,locked10,-3.5041396617889404,5,0,True,4,0,28383,success,success,,False,-3.5041396617889404,0.0
015,no_forbid,GPT-5.4,locked10,-1.3554611206054688,5,0,True,5,3,31314,success,success,,False,-1.5510482788085938,0.195587158203125
013,no_forbid,GPT-5.4,locked10,-10.361473083496094,5,0,True,3,0,27708,success,success,,False,-10.361473083496094,0.0
012,no_forbid,GPT-5.4,locked10,-2.746053695678711,5,0,True,4,1,26881,success,success,,False,-2.768667221069336,0.022613525390625
016,no_forbid,GPT-5.4,locked10,-12.998695373535156,3,0,True,2,0,21512,success,success,,False,-12.99872589111328,3.0517578125e-05
003,no_termination,GPT-5.4,locked10,-11.654779434204102,4,0,True,4,0,48692,success,success,,False,-11.669610977172852,0.01483154296875
004,no_termination,GPT-5.4,locked10,-11.384395599365234,5,0,True,5,2,31758,success,success,,False,-11.384456634521484,6.103515625e-05
023,no_termination,GPT-5.4,locked10,-14.549540519714355,5,0,True,5,0,29392,success,success,,False,-14.549540519714355,0.0
024,no_termination,GPT-5.4,locked10,-3.715871810913086,5,0,True,3,1,26388,success,success,,False,-3.715871810913086,0.0
005,no_termination,GPT-5.4,locked10,-10.643351554870604,5,0,True,4,0,27782,success,success,,False,-10.643351554870604,0.0
019,no_termination,GPT-5.4,locked10,-3.5041396617889404,5,0,True,4,0,28217,success,success,,False,-3.5041396617889404,0.0
015,no_termination,GPT-5.4,locked10,-1.5585556030273438,5,1,True,3,3,27588,success,success,,False,-1.5510482788085938,-0.00750732421875
013,no_termination,GPT-5.4,locked10,-10.361412048339844,5,0,True,3,1,27164,success,success,,False,-10.361473083496094,6.103515625e-05
012,no_termination,GPT-5.4,locked10,-2.6935501098632812,5,0,True,4,1,26945,success,success,,False,-2.768667221069336,0.0751171112060546
016,no_termination,GPT-5.4,locked10,-12.998695373535156,5,0,True,3,0,26816,success,success,,False,-12.99872589111328,3.0517578125e-05
003,single_shot,GPT-5.4,locked10,-11.657953262329102,1,0,True,1,0,5054,success,summary,,False,-11.669610977172852,0.01165771484375
004,single_shot,GPT-5.4,locked10,-8.813106536865234,1,0,True,1,0,5317,success,summary,,False,-11.384456634521484,2.57135009765625
023,single_shot,GPT-5.4,locked10,-14.256022453308104,1,0,True,1,0,5142,success,summary,,False,-14.549540519714355,0.2935180664062518
024,single_shot,GPT-5.4,locked10,-3.376506805419922,1,0,True,0,0,4480,success,summary,,False,-3.715871810913086,0.339365005493164
005,single_shot,GPT-5.4,locked10,-10.011088371276855,1,0,True,1,0,5139,success,summary,,False,-10.643351554870604,0.63226318359375
019,single_shot,GPT-5.4,locked10,-3.5041396617889404,1,0,True,1,0,4678,success,summary,,False,-3.5041396617889404,0.0
015,single_shot,GPT-5.4,locked10,-1.5704212188720703,1,0,True,0,0,4879,success,summary,,False,-1.5510482788085938,-0.0193729400634765
013,single_shot,GPT-5.4,locked10,-8.988121032714844,1,0,True,1,0,5087,success,summary,,False,-10.361473083496094,1.37335205078125
012,single_shot,GPT-5.4,locked10,-2.2730464935302734,1,0,True,0,0,4612,success,summary,,False,-2.768667221069336,0.4956207275390625
016,single_shot,GPT-5.4,locked10,-12.920936584472656,1,0,True,0,0,4819,success,summary,,False,-12.99872589111328,0.077789306640625
001,full,GPT-5.4,extra14,-4.743168592453003,2,0,True,2,0,15342,success,success,,False,-4.743168592453003,0.0
002,full,GPT-5.4,extra14,-7.2280120849609375,5,0,True,4,1,31040,success,success,,False,-7.2280120849609375,0.0
006,full,GPT-5.4,extra14,-7.403881072998047,5,0,True,3,1,26076,success,success,,False,-7.403881072998047,0.0
007,full,GPT-5.4,extra14,-10.713539123535156,4,0,True,1,0,26388,success,success,,False,-10.713539123535156,0.0
008,full,GPT-5.4,extra14,-4.346961975097656,5,0,True,5,4,32683,success,success,,False,-4.346961975097656,0.0
009,full,GPT-5.4,extra14,-8.870079040527344,5,0,True,5,2,32152,success,success,,False,-8.870079040527344,0.0
010,full,GPT-5.4,extra14,-7.707094192504883,3,0,True,1,0,22351,success,success,,False,-7.707094192504883,0.0
011,full,GPT-5.4,extra14,-4.284637451171875,5,0,True,3,1,29811,success,success,,False,-4.284637451171875,0.0
014,full,GPT-5.4,extra14,-5.222879409790039,5,0,True,4,0,28237,success,success,,False,-5.222879409790039,0.0
017,full,GPT-5.4,extra14,-5.362604141235352,5,0,True,4,2,30670,success,success,,False,-5.362604141235352,0.0
018,full,GPT-5.4,extra14,-6.991722106933594,5,0,True,4,3,30227,success,success,,False,-6.991722106933594,0.0
020,full,GPT-5.4,extra14,-6.2419586181640625,5,0,True,4,0,31404,success,success,,False,-6.2419586181640625,0.0
021,full,GPT-5.4,extra14,-3.6048831939697266,5,0,True,3,0,28204,success,success,,False,-3.6048831939697266,0.0
022,full,GPT-5.4,extra14,-3.3456077575683594,5,0,True,5,2,32307,success,success,,False,-3.3456077575683594,0.0
001,no_slip,GPT-5.4,extra14,-4.741734266281128,4,0,True,1,0,25313,success,success,,False,-4.743168592453003,0.001434326171875
002,no_slip,GPT-5.4,extra14,-7.2280120849609375,5,0,True,4,1,27221,success,success,,False,-7.2280120849609375,0.0
006,no_slip,GPT-5.4,extra14,-7.403881072998047,5,0,True,3,1,24368,success,success,,False,-7.403881072998047,0.0
007,no_slip,GPT-5.4,extra14,-10.710975646972656,4,0,True,1,0,25429,success,success,,False,-10.713539123535156,0.0025634765625
008,no_slip,GPT-5.4,extra14,-4.346961975097656,5,0,True,4,4,29382,success,success,,False,-4.346961975097656,0.0
009,no_slip,GPT-5.4,extra14,-6.6915435791015625,5,0,True,5,2,30888,success,success,,False,-8.870079040527344,2.1785354614257812
010,no_slip,GPT-5.4,extra14,-7.707033157348633,5,0,True,3,0,26934,success,success,,False,-7.707094192504883,6.103515625e-05
011,no_slip,GPT-5.4,extra14,-4.284698486328125,5,0,True,3,1,28493,success,success,,False,-4.284637451171875,-6.103515625e-05
014,no_slip,GPT-5.4,extra14,-5.207887649536133,2,0,True,2,0,14865,success,success,,False,-5.222879409790039,0.0149917602539062
017,no_slip,GPT-5.4,extra14,-5.363460540771484,5,0,True,4,1,28947,success,success,,False,-5.362604141235352,-0.0008563995361328
018,no_slip,GPT-5.4,extra14,-6.991722106933594,5,0,True,4,2,28119,success,success,,False,-6.991722106933594,0.0
020,no_slip,GPT-5.4,extra14,-6.2310943603515625,3,0,True,2,0,21937,success,success,,False,-6.2419586181640625,0.0108642578125
021,no_slip,GPT-5.4,extra14,-3.5104408264160156,5,0,True,4,0,27179,success,success,,False,-3.6048831939697266,0.0944423675537109
022,no_slip,GPT-5.4,extra14,-3.3845176696777344,5,0,True,5,2,30435,success,success,,False,-3.3456077575683594,-0.038909912109375
001,no_forbid,GPT-5.4,extra14,-4.743168592453003,3,0,True,1,0,20331,success,success,,False,-4.743168592453003,0.0
002,no_forbid,GPT-5.4,extra14,-7.2280120849609375,5,0,True,4,0,27935,success,success,,False,-7.2280120849609375,0.0
006,no_forbid,GPT-5.4,extra14,-7.403881072998047,5,0,True,3,1,25097,success,success,,False,-7.403881072998047,0.0
007,no_forbid,GPT-5.4,extra14,-10.713539123535156,4,0,True,1,0,25920,success,success,,False,-10.713539123535156,0.0
008,no_forbid,GPT-5.4,extra14,-4.346961975097656,5,0,True,5,4,31557,success,success,,False,-4.346961975097656,0.0
009,no_forbid,GPT-5.4,extra14,-7.620193481445312,5,0,True,4,2,31959,success,success,,False,-8.870079040527344,1.2498855590820312
010,no_forbid,GPT-5.4,extra14,-7.707094192504883,2,0,True,1,0,16038,success,success,,False,-7.707094192504883,0.0
011,no_forbid,GPT-5.4,extra14,-4.284576416015625,5,0,True,2,1,29739,success,success,,False,-4.284637451171875,6.103515625e-05
014,no_forbid,GPT-5.4,extra14,-5.222864151000977,5,0,True,4,0,27009,success,success,,False,-5.222879409790039,1.52587890625e-05
017,no_forbid,GPT-5.4,extra14,-5.363460540771484,5,0,True,4,1,29260,success,success,,False,-5.362604141235352,-0.0008563995361328
018,no_forbid,GPT-5.4,extra14,-6.991722106933594,5,0,True,4,2,29134,success,success,,False,-6.991722106933594,0.0
020,no_forbid,GPT-5.4,extra14,-6.176261901855469,3,0,True,2,0,22166,success,success,,False,-6.2419586181640625,0.0656967163085937
021,no_forbid,GPT-5.4,extra14,-3.5104408264160156,5,0,True,4,0,29326,success,success,,False,-3.6048831939697266,0.0944423675537109
022,no_forbid,GPT-5.4,extra14,-3.345600128173828,5,0,True,5,2,31663,success,success,,False,-3.3456077575683594,7.62939453125e-06
001,no_termination,GPT-5.4,extra14,-4.743168592453003,5,0,True,2,0,26181,success,success,,False,-4.743168592453003,0.0
002,no_termination,GPT-5.4,extra14,-7.2280120849609375,5,0,True,4,1,28942,success,success,,False,-7.2280120849609375,0.0
006,no_termination,GPT-5.4,extra14,-7.403881072998047,5,0,True,3,1,24813,success,success,,False,-7.403881072998047,0.0
007,no_termination,GPT-5.4,extra14,-10.710975646972656,5,0,True,1,0,24781,success,success,,False,-10.713539123535156,0.0025634765625
008,no_termination,GPT-5.4,extra14,,5,0,False,4,5,28931,natural_failure,failed,,False,-4.346961975097656,
009,no_termination,GPT-5.4,extra14,-8.408592224121094,5,0,True,5,1,31230,success,success,,False,-8.870079040527344,0.46148681640625
010,no_termination,GPT-5.4,extra14,-7.707094192504883,5,0,True,4,0,28445,success,success,,False,-7.707094192504883,0.0
011,no_termination,GPT-5.4,extra14,-4.284576416015625,5,0,True,3,1,28690,success,success,,False,-4.284637451171875,6.103515625e-05
014,no_termination,GPT-5.4,extra14,-5.222848892211914,5,0,True,4,0,27549,success,success,,False,-5.222879409790039,3.0517578125e-05
017,no_termination,GPT-5.4,extra14,-5.362604141235352,5,0,True,3,1,29471,success,success,,False,-5.362604141235352,0.0
018,no_termination,GPT-5.4,extra14,-6.991722106933594,5,0,True,3,2,28731,success,success,,False,-6.991722106933594,0.0
020,no_termination,GPT-5.4,extra14,-6.2310943603515625,5,0,True,4,0,28603,success,success,,False,-6.2419586181640625,0.0108642578125
021,no_termination,GPT-5.4,extra14,-3.6048831939697266,5,0,True,3,0,27508,success,success,,False,-3.6048831939697266,0.0
022,no_termination,GPT-5.4,extra14,-3.3456077575683594,5,0,True,5,2,30371,success,success,,False,-3.3456077575683594,0.0
001,single_shot,GPT-5.4,extra14,-4.743168592453003,1,0,True,1,0,4315,success,success,,False,-4.743168592453003,0.0
002,single_shot,GPT-5.4,extra14,,1,0,False,1,1,4767,natural_failure,failed,,False,-7.2280120849609375,
006,single_shot,GPT-5.4,extra14,-7.403881072998047,1,0,True,0,0,4274,success,success,,False,-7.403881072998047,0.0
007,single_shot,GPT-5.4,extra14,-10.710975646972656,1,0,True,0,0,4318,success,success,,False,-10.713539123535156,0.0025634765625
008,single_shot,GPT-5.4,extra14,-4.346961975097656,1,0,True,1,0,4829,success,success,,False,-4.346961975097656,0.0
009,single_shot,GPT-5.4,extra14,,1,0,False,1,1,4766,natural_failure,failed,,False,-8.870079040527344,
010,single_shot,GPT-5.4,extra14,-7.707094192504883,1,0,True,1,0,4544,success,success,,False,-7.707094192504883,0.0
011,single_shot,GPT-5.4,extra14,,1,0,False,0,1,4609,natural_failure,failed,,False,-4.284637451171875,
014,single_shot,GPT-5.4,extra14,-5.207887649536133,1,0,True,1,0,4363,success,success,,False,-5.222879409790039,0.0149917602539062
017,single_shot,GPT-5.4,extra14,,1,0,False,0,1,4705,natural_failure,failed,,False,-5.362604141235352,
018,single_shot,GPT-5.4,extra14,-6.991722106933594,1,0,True,1,0,4644,success,success,,False,-6.991722106933594,0.0
020,single_shot,GPT-5.4,extra14,-6.176261901855469,1,0,True,1,0,4522,success,success,,False,-6.2419586181640625,0.0656967163085937
021,single_shot,GPT-5.4,extra14,-3.4414615631103516,1,0,True,1,0,4595,success,success,,False,-3.6048831939697266,0.163421630859375
022,single_shot,GPT-5.4,extra14,,1,0,False,1,1,4735,natural_failure,failed,,False,-3.3456077575683594,
003,full,Claude Sonnet 4.6,locked10,-11.654779434204102,4,0,True,4,0,40380,success,success,,False,-11.654779434204102,0.0
004,full,Claude Sonnet 4.6,locked10,-11.384456634521484,5,0,True,5,1,43664,success,success,,False,-11.384456634521484,0.0
023,full,Claude Sonnet 4.6,locked10,-14.549540519714355,5,0,True,5,0,42342,success,success,,False,-14.549540519714355,0.0
024,full,Claude Sonnet 4.6,locked10,-3.417623519897461,5,0,True,4,1,36111,success,success,,False,-3.417623519897461,0.0
005,full,Claude Sonnet 4.6,locked10,-10.643351554870604,5,0,True,4,0,40174,success,success,,False,-10.643351554870604,0.0
019,full,Claude Sonnet 4.6,locked10,-3.5041396617889404,5,0,True,4,0,38463,success,success,,False,-3.5041396617889404,0.0
015,full,Claude Sonnet 4.6,locked10,-1.351470947265625,5,1,True,4,3,42005,success,success,,False,-1.351470947265625,0.0
013,full,Claude Sonnet 4.6,locked10,-9.319587707519531,5,0,True,3,2,36190,success,success,,False,-9.319587707519531,0.0
012,full,Claude Sonnet 4.6,locked10,-2.746053695678711,3,0,True,2,0,27818,success,success,,False,-2.746053695678711,0.0
016,full,Claude Sonnet 4.6,locked10,-12.998695373535156,5,0,True,3,0,35682,success,success,,False,-12.998695373535156,0.0
003,no_slip,Claude Sonnet 4.6,locked10,-11.654779434204102,4,0,True,4,0,35741,success,success,,False,-11.654779434204102,0.0
004,no_slip,Claude Sonnet 4.6,locked10,-11.384395599365234,5,0,True,5,0,36973,success,success,,False,-11.384456634521484,6.103515625e-05
023,no_slip,Claude Sonnet 4.6,locked10,-14.549540519714355,5,0,True,5,0,35316,success,success,,False,-14.549540519714355,0.0
024,no_slip,Claude Sonnet 4.6,locked10,-3.715871810913086,5,0,True,3,0,32427,success,success,,False,-3.417623519897461,-0.298248291015625
005,no_slip,Claude Sonnet 4.6,locked10,-10.643351554870604,5,0,True,4,0,35336,success,success,,False,-10.643351554870604,0.0
019,no_slip,Claude Sonnet 4.6,locked10,-3.3380630016326904,3,0,True,3,0,28115,success,success,,False,-3.5041396617889404,0.16607666015625
015,no_slip,Claude Sonnet 4.6,locked10,-1.570451736450195,5,0,True,2,1,36217,success,success,,False,-1.351470947265625,-0.2189807891845703
013,no_slip,Claude Sonnet 4.6,locked10,-9.66962432861328,5,0,True,3,1,34078,success,success,,False,-9.319587707519531,-0.35003662109375
012,no_slip,Claude Sonnet 4.6,locked10,-2.6935501098632812,5,0,True,4,2,33791,success,success,,False,-2.746053695678711,0.0525035858154296
016,no_slip,Claude Sonnet 4.6,locked10,-12.998695373535156,5,0,True,3,0,33206,success,success,,False,-12.998695373535156,0.0
003,no_forbid,Claude Sonnet 4.6,locked10,-11.654779434204102,4,0,True,4,0,39497,success,success,,False,-11.654779434204102,0.0
004,no_forbid,Claude Sonnet 4.6,locked10,-11.384395599365234,5,0,True,5,1,40137,success,success,,False,-11.384456634521484,6.103515625e-05
023,no_forbid,Claude Sonnet 4.6,locked10,-14.549540519714355,5,0,True,5,0,39475,success,success,,False,-14.549540519714355,0.0
024,no_forbid,Claude Sonnet 4.6,locked10,-3.715871810913086,4,0,True,2,0,34091,success,success,,False,-3.417623519897461,-0.298248291015625
005,no_forbid,Claude Sonnet 4.6,locked10,-10.643351554870604,5,0,True,4,0,38750,success,success,,False,-10.643351554870604,0.0
019,no_forbid,Claude Sonnet 4.6,locked10,-3.5041396617889404,5,0,True,4,0,36324,success,success,,False,-3.5041396617889404,0.0
015,no_forbid,Claude Sonnet 4.6,locked10,-1.351470947265625,5,1,True,4,3,40605,success,success,,False,-1.351470947265625,0.0
013,no_forbid,Claude Sonnet 4.6,locked10,-9.077415466308594,5,0,True,4,1,35297,success,success,,False,-9.319587707519531,0.2421722412109375
012,no_forbid,Claude Sonnet 4.6,locked10,-2.746053695678711,5,0,True,4,1,34877,success,success,,False,-2.746053695678711,0.0
016,no_forbid,Claude Sonnet 4.6,locked10,-12.998695373535156,5,0,True,3,0,34987,success,success,,False,-12.998695373535156,0.0
003,no_termination,Claude Sonnet 4.6,locked10,-11.654718399047852,5,1,True,4,0,60335,success,success,,False,-11.654779434204102,6.103515625e-05
004,no_termination,Claude Sonnet 4.6,locked10,-11.384395599365234,5,0,True,5,1,41306,success,success,,False,-11.384456634521484,6.103515625e-05
023,no_termination,Claude Sonnet 4.6,locked10,-14.549540519714355,5,0,True,5,0,39547,success,success,,False,-14.549540519714355,0.0
024,no_termination,Claude Sonnet 4.6,locked10,-3.715871810913086,5,0,True,3,1,34206,success,success,,False,-3.417623519897461,-0.298248291015625
005,no_termination,Claude Sonnet 4.6,locked10,-10.643351554870604,5,0,True,4,0,38582,success,success,,False,-10.643351554870604,0.0
019,no_termination,Claude Sonnet 4.6,locked10,-3.5041396617889404,5,0,True,4,0,36518,success,success,,False,-3.5041396617889404,0.0
015,no_termination,Claude Sonnet 4.6,locked10,-1.5527877807617188,4,1,True,2,1,41037,success,success,,False,-1.351470947265625,-0.2013168334960937
013,no_termination,Claude Sonnet 4.6,locked10,-9.672615051269531,5,0,True,3,1,34398,success,success,,False,-9.319587707519531,-0.35302734375
012,no_termination,Claude Sonnet 4.6,locked10,-2.746053695678711,5,0,True,4,1,36259,success,success,,False,-2.746053695678711,0.0
016,no_termination,Claude Sonnet 4.6,locked10,-12.998695373535156,4,0,True,2,0,30592,success,success,,False,-12.998695373535156,0.0
003,single_shot,Claude Sonnet 4.6,locked10,-6.983524322509766,1,0,True,1,0,6311,success,summary,,False,-11.654779434204102,4.671255111694336
004,single_shot,Claude Sonnet 4.6,locked10,-10.13772201538086,1,0,True,1,0,6526,success,summary,,False,-11.384456634521484,1.246734619140625
023,single_shot,Claude Sonnet 4.6,locked10,-14.256022453308104,1,0,True,1,0,6279,success,summary,,False,-14.549540519714355,0.2935180664062518
024,single_shot,Claude Sonnet 4.6,locked10,-3.376506805419922,1,0,True,0,0,5617,success,summary,,False,-3.417623519897461,0.041116714477539
005,single_shot,Claude Sonnet 4.6,locked10,-10.208537101745604,1,0,True,1,0,6600,success,summary,,False,-10.643351554870604,0.4348144531250018
019,single_shot,Claude Sonnet 4.6,locked10,-3.256672620773315,1,0,True,1,0,6173,success,summary,,False,-3.5041396617889404,0.2474670410156254
015,single_shot,Claude Sonnet 4.6,locked10,-1.351470947265625,1,0,True,1,0,6965,success,summary,,False,-1.351470947265625,0.0
013,single_shot,Claude Sonnet 4.6,locked10,-9.077415466308594,1,0,True,0,0,6331,success,summary,,False,-9.319587707519531,0.2421722412109375
012,single_shot,Claude Sonnet 4.6,locked10,-2.2730464935302734,1,0,True,0,0,6259,success,summary,,False,-2.746053695678711,0.4730072021484375
016,single_shot,Claude Sonnet 4.6,locked10,-12.91376495361328,1,0,True,0,0,6426,success,summary,,False,-12.998695373535156,0.0849304199218767
001,full,Claude Sonnet 4.6,extra14,-4.743168592453003,3,0,True,2,0,28265,success,success,,False,-4.743168592453003,0.0
002,full,Claude Sonnet 4.6,extra14,-7.2280120849609375,5,0,True,5,1,40580,success,success,,False,-7.2280120849609375,0.0
006,full,Claude Sonnet 4.6,extra14,-7.403881072998047,3,0,True,1,0,26293,success,success,,False,-7.403881072998047,0.0
007,full,Claude Sonnet 4.6,extra14,-10.732337951660156,5,0,True,1,0,35073,success,success,,False,-10.732337951660156,0.0
008,full,Claude Sonnet 4.6,extra14,-4.346961975097656,5,0,True,4,3,42183,success,success,,False,-4.346961975097656,0.0
009,full,Claude Sonnet 4.6,extra14,-8.870079040527344,5,0,True,5,1,41640,success,success,,False,-8.870079040527344,0.0
010,full,Claude Sonnet 4.6,extra14,-7.707094192504883,4,0,True,4,0,39254,success,success,,False,-7.707094192504883,0.0
011,full,Claude Sonnet 4.6,extra14,-4.284576416015625,5,0,True,3,1,40589,success,success,,False,-4.284576416015625,0.0
014,full,Claude Sonnet 4.6,extra14,-5.207887649536133,5,0,True,5,0,37773,success,success,,False,-5.207887649536133,0.0
017,full,Claude Sonnet 4.6,extra14,-5.363338470458984,5,0,True,4,1,41535,success,success,,False,-5.363338470458984,0.0
018,full,Claude Sonnet 4.6,extra14,-6.991722106933594,5,0,True,3,3,41468,success,success,,False,-6.991722106933594,0.0
020,full,Claude Sonnet 4.6,extra14,-6.2419586181640625,5,0,True,5,0,45043,success,success,,False,-6.2419586181640625,0.0
021,full,Claude Sonnet 4.6,extra14,-3.60184097290039,5,0,True,4,0,39213,success,success,,False,-3.60184097290039,0.0
022,full,Claude Sonnet 4.6,extra14,-3.3845176696777344,5,0,True,5,2,42964,success,success,,False,-3.3845176696777344,0.0
001,no_slip,Claude Sonnet 4.6,extra14,-4.743199110031128,2,0,True,2,0,18326,success,success,,False,-4.743168592453003,-3.0517578125e-05
002,no_slip,Claude Sonnet 4.6,extra14,-7.2280120849609375,5,0,True,5,1,34618,success,success,,False,-7.2280120849609375,0.0
006,no_slip,Claude Sonnet 4.6,extra14,-7.403881072998047,5,0,True,3,1,29672,success,success,,False,-7.403881072998047,0.0
007,no_slip,Claude Sonnet 4.6,extra14,-10.713722229003906,4,0,True,1,0,31100,success,success,,False,-10.732337951660156,0.01861572265625
008,no_slip,Claude Sonnet 4.6,extra14,-4.346961975097656,5,0,True,4,4,35785,success,success,,False,-4.346961975097656,0.0
009,no_slip,Claude Sonnet 4.6,extra14,-8.408592224121094,5,1,True,4,1,34404,success,success,,False,-8.870079040527344,0.46148681640625
010,no_slip,Claude Sonnet 4.6,extra14,-7.707033157348633,3,0,True,1,0,26457,success,success,,False,-7.707094192504883,6.103515625e-05
011,no_slip,Claude Sonnet 4.6,extra14,-4.284423828125,5,0,True,3,1,35476,success,success,,False,-4.284576416015625,0.000152587890625
014,no_slip,Claude Sonnet 4.6,extra14,-5.222894668579102,5,0,True,4,0,33922,success,success,,False,-5.207887649536133,-0.0150070190429687
017,no_slip,Claude Sonnet 4.6,extra14,-5.363460540771484,5,0,True,3,1,37088,success,success,,False,-5.363338470458984,-0.0001220703125
018,no_slip,Claude Sonnet 4.6,extra14,-6.991722106933594,5,0,True,4,4,36090,success,success,,False,-6.991722106933594,0.0
020,no_slip,Claude Sonnet 4.6,extra14,-6.2419586181640625,5,0,True,4,0,37526,success,success,,False,-6.2419586181640625,0.0
021,no_slip,Claude Sonnet 4.6,extra14,-3.60184097290039,5,0,True,4,0,34254,success,success,,False,-3.60184097290039,0.0
022,no_slip,Claude Sonnet 4.6,extra14,-3.3845176696777344,5,0,True,5,2,36218,success,success,,False,-3.3845176696777344,0.0
001,no_forbid,Claude Sonnet 4.6,extra14,-4.743168592453003,3,0,True,2,0,28049,success,success,,False,-4.743168592453003,0.0
002,no_forbid,Claude Sonnet 4.6,extra14,-7.2280120849609375,5,0,True,5,1,37322,success,success,,False,-7.2280120849609375,0.0
006,no_forbid,Claude Sonnet 4.6,extra14,-7.403881072998047,5,0,True,3,1,32783,success,success,,False,-7.403881072998047,0.0
007,no_forbid,Claude Sonnet 4.6,extra14,-10.710975646972656,5,0,True,1,0,31642,success,success,,False,-10.732337951660156,0.0213623046875
008,no_forbid,Claude Sonnet 4.6,extra14,-4.346961975097656,5,0,True,5,4,40239,success,success,,False,-4.346961975097656,0.0
009,no_forbid,Claude Sonnet 4.6,extra14,-8.992385864257812,5,0,True,5,1,39746,success,success,,False,-8.870079040527344,-0.1223068237304687
010,no_forbid,Claude Sonnet 4.6,extra14,-7.707094192504883,4,0,True,3,0,39047,success,success,,False,-7.707094192504883,0.0
011,no_forbid,Claude Sonnet 4.6,extra14,-4.284393310546875,5,0,True,3,1,38472,success,success,,False,-4.284576416015625,0.00018310546875
014,no_forbid,Claude Sonnet 4.6,extra14,-5.207887649536133,4,0,True,4,0,36275,success,success,,False,-5.207887649536133,0.0
017,no_forbid,Claude Sonnet 4.6,extra14,-5.363430023193359,5,0,True,4,1,39535,success,success,,False,-5.363338470458984,-9.1552734375e-05
018,no_forbid,Claude Sonnet 4.6,extra14,-6.991722106933594,5,0,True,4,2,38622,success,success,,False,-6.991722106933594,0.0
020,no_forbid,Claude Sonnet 4.6,extra14,-6.2400054931640625,5,0,True,4,0,39993,success,success,,False,-6.2419586181640625,0.001953125
021,no_forbid,Claude Sonnet 4.6,extra14,-3.60184097290039,5,0,True,4,0,38263,success,success,,False,-3.60184097290039,0.0
022,no_forbid,Claude Sonnet 4.6,extra14,-3.345600128173828,5,0,True,5,2,37870,success,success,,False,-3.3845176696777344,0.0389175415039062
